,5,50,95,date
0,33.237602996826176,33.48590087890625,33.502589797973634,2020-01-01
1,52.916743850708016,67.28974151611328,81.69399871826172,2020-02-01
2,104.56817321777345,127.14724731445312,155.34770965576172,2020-03-01
3,160.28162689208983,185.54835510253906,191.6591018676758,2020-04-01
4,212.2593505859375,250.4627685546875,254.82125091552734,2020-05-01
5,219.0301193237305,235.7444305419922,288.7442764282227,2020-06-01
6,265.3297515869141,270.24566650390625,271.23797912597655,2020-07-01
7,204.893896484375,222.5311279296875,230.18950500488282,2020-08-01
8,146.12715911865234,150.13201904296875,168.28021087646485,2020-09-01
9,74.51746520996095,93.74369049072266,94.94242935180664,2020-10-01
10,38.95909080505371,49.29708480834961,51.54693031311035,2020-11-01
11,27.1071252822876,29.952627182006836,31.82827663421631,2020-12-01
12,33.254345703125004,34.819252014160156,35.938147735595706,2021-01-01
13,64.95712280273438,74.14972686767578,78.10051345825195,2021-02-01
14,120.92526092529297,128.417236328125,134.46644592285156,2021-03-01
15,160.03201751708986,174.8958740234375,175.05376129150392,2021-04-01
16,220.1158172607422,222.0520477294922,234.78333435058593,2021-05-01
17,266.1307037353516,301.7568664550781,303.2249420166016,2021-06-01
18,244.80174102783204,257.0748291015625,297.1020874023437,2021-07-01
19,192.99688262939455,212.54385375976562,221.4380142211914,2021-08-01
20,140.26508331298828,171.759521484375,185.02757263183594,2021-09-01
21,83.92417526245117,92.7629165649414,95.27743301391602,2021-10-01
22,46.59227333068848,49.88064956665039,50.625989532470705,2021-11-01
23,29.06002769470215,31.59893035888672,32.091560745239256,2021-12-01
24,33.36757621765137,35.30398178100586,38.600673294067384,2022-01-01
25,51.15896034240723,72.84746551513672,84.27224426269531,2022-02-01
26,103.10436553955078,120.09674072265625,122.05615921020508,2022-03-01
27,156.56784973144534,165.28173828125,182.4745864868164,2022-04-01
28,202.3832977294922,219.06710815429688,277.25229492187503,2022-05-01
29,231.3808334350586,250.65858459472656,318.2405563354492,2022-06-01
30,290.16748962402346,305.45806884765625,313.79210510253904,2022-07-01
31,218.23127593994144,220.11500549316406,247.49494018554688,2022-08-01
32,136.48285980224608,152.06129455566406,154.8494873046875,2022-09-01
33,65.7517692565918,80.64112091064453,87.9575828552246,2022-10-01
34,41.488447189331055,47.636962890625,49.39775199890136,2022-11-01
35,28.631021308898926,31.370031356811523,34.34113788604736,2022-12-01
36,26.635426902771,34.54303741455078,36.69735679626464,2023-01-01
37,59.1237777709961,66.24915313720703,78.03935089111327,2023-02-01
38,109.0416358947754,121.20894622802734,123.46292877197266,2023-03-01
39,149.81628570556643,170.6356658935547,226.78209228515624,2023-04-01
40,217.33753356933596,264.3371276855469,268.8766235351562,2023-05-01
41,229.93399200439455,244.8061981201172,277.689225769043,2023-06-01
42,224.4711441040039,285.0263977050781,308.6469482421875,2023-07-01
43,200.2347351074219,245.32476806640625,263.6049468994141,2023-08-01
44,155.71407165527344,158.09445190429688,194.68011932373045,2023-09-01
45,69.98603820800781,92.60352325439453,94.00018768310547,2023-10-01
46,39.70724449157715,47.9631233215332,51.130780410766604,2023-11-01
47,22.500177955627443,25.314193725585938,26.984113883972167,2023-12-01
48,35.774031448364255,36.5453987121582,38.82101745605469,2024-01-01
49,58.537953567504886,66.29362487792969,83.91261901855468,2024-02-01
50,118.6247932434082,127.49439239501953,143.84804306030273,2024-03-01
51,143.6544387817383,151.877197265625,204.76190643310545,2024-04-01
52,223.8666534423828,236.09759521484375,273.2405578613281,2024-05-01
53,243.19250793457033,253.62034606933594,285.56895904541017,2024-06-01
54,222.24757995605472,228.08261108398438,273.6080596923828,2024-07-01
55,227.20606231689453,236.052734375,260.0155364990234,2024-08-01
56,145.2134017944336,158.68930053710938,185.30145568847655,2024-09-01
57,81.5453269958496,86.30653381347656,94.119873046875,2024-10-01
58,37.18480682373047,38.838043212890625,45.73724784851075,2024-11-01
59,26.227924156188966,29.717214584350586,35.59217586517334,2024-12-01
60,30.003418350219725,36.85463333129883,42.90685729980469,2025-01-01
61,59.55563468933106,69.1880111694336,71.55238571166993,2025-02-01
62,89.68054122924805,100.45551300048828,149.99708938598633,2025-03-01
63,131.41226043701172,173.5633544921875,175.63555450439452,2025-04-01
64,184.20609436035156,190.99037170410156,225.95762939453127,2025-05-01
65,219.33814086914063,265.56591796875,283.0188262939453,2025-06-01
66,285.17637939453124,297.4117431640625,315.56280517578125,2025-07-01
67,221.85506439208984,231.4327392578125,261.5335754394531,2025-08-01
68,143.0122299194336,156.44390869140625,167.34903411865233,2025-09-01
69,87.94553985595704,101.77964782714844,104.39013671875,2025-10-01
70,38.467033004760744,42.10786437988281,45.006552124023436,2025-11-01
71,29.13048496246338,31.135536193847656,32.2474178314209,2025-12-01
72,32.28452415466309,42.99156951904297,44.5296142578125,2026-01-01
73,64.51766166687013,73.67582702636719,78.88068923950195,2026-02-01
74,106.99189147949218,116.25592041015625,132.8583221435547,2026-03-01
75,147.39933929443362,172.43032836914062,208.94715270996093,2026-04-01
76,215.79534149169922,232.2705078125,262.7745147705078,2026-05-01
77,181.49402313232423,227.3213348388672,274.2453842163086,2026-06-01
78,217.094401550293,283.5871887207031,290.64768981933594,2026-07-01
79,214.91390533447267,223.67340087890625,244.29147033691407,2026-08-01
80,144.82989654541015,160.9263916015625,192.99435729980468,2026-09-01
81,80.56789932250977,89.40150451660156,112.96476821899414,2026-10-01
82,40.14097023010254,47.204063415527344,49.52885284423828,2026-11-01
83,27.499540328979492,28.448999404907227,32.6148588180542,2026-12-01
84,27.42122211456299,43.221702575683594,48.03972244262695,2027-01-01
85,52.739997482299806,65.7209243774414,67.79548645019531,2027-02-01
86,86.57107772827149,99.0582275390625,153.27263946533202,2027-03-01
87,148.12776641845704,170.71514892578125,215.54696197509764,2027-04-01
88,216.1348602294922,267.52508544921875,275.7607116699219,2027-05-01
89,259.68927001953125,264.8591613769531,292.2242919921875,2027-06-01
90,241.31500854492188,279.9097595214844,308.92478942871094,2027-07-01
91,216.87784423828126,238.3377685546875,249.681413269043,2027-08-01
92,156.2239761352539,175.19248962402344,181.06370697021487,2027-09-01
93,99.64943389892578,103.60489654541016,116.16446685791016,2027-10-01
94,33.84496574401856,42.45888900756836,47.438195037841794,2027-11-01
95,24.828417205810545,27.109148025512695,31.943793296813965,2027-12-01
96,32.320480537414554,39.85004806518555,40.46638450622559,2028-01-01
97,58.80611305236816,66.00163269042969,79.45801010131837,2028-02-01
98,98.88575057983398,105.2690200805664,111.92808074951172,2028-03-01
99,162.0002136230469,170.42576599121094,183.9540832519531,2028-04-01
