,5,50,95,date
0,0.005380540620535612,0.005380540620535612,0.005380540620535612,2015-01-01
1,0.005333953071385622,0.005333953071385622,0.005333953071385622,2015-02-01
2,0.005248709116131067,0.005248709116131067,0.005248709116131067,2015-03-01
3,0.00599318603053689,0.00599318603053689,0.00599318603053689,2015-04-01
4,0.006994292140007019,0.006994292140007019,0.006994292140007019,2015-05-01
5,0.009752081707119942,0.009752081707119942,0.009752081707119942,2015-06-01
6,0.010400356724858284,0.010400356724858284,0.010400356724858284,2015-07-01
7,0.011151532642543316,0.011151532642543316,0.011151532642543316,2015-08-01
8,0.01006273366510868,0.01006273366510868,0.01006273366510868,2015-09-01
9,0.00826621800661087,0.00826621800661087,0.00826621800661087,2015-10-01
10,0.0068568079732358456,0.0068568079732358456,0.0068568079732358456,2015-11-01
11,0.006486036349087954,0.006486036349087954,0.006486036349087954,2015-12-01
12,0.005475783254951239,0.005475783254951239,0.005475783254951239,2016-01-01
13,0.005294482689350843,0.005294482689350843,0.005294482689350843,2016-02-01
14,0.005889747757464647,0.005889747757464647,0.005889747757464647,2016-03-01
15,0.006196810398250818,0.006196810398250818,0.006196810398250818,2016-04-01
16,0.007455544546246529,0.007455544546246529,0.007455544546246529,2016-05-01
17,0.009044584818184376,0.009044584818184376,0.009044584818184376,2016-06-01
18,0.011559709906578064,0.011559709906578064,0.011559709906578064,2016-07-01
19,0.011075709015130997,0.011075709015130997,0.011075709015130997,2016-08-01
20,0.009860793128609657,0.009860793128609657,0.009860793128609657,2016-09-01
21,0.008363391272723675,0.008363391272723675,0.008363391272723675,2016-10-01
22,0.006691741291433573,0.006691741291433573,0.006691741291433573,2016-11-01
23,0.005899620242416859,0.005899620242416859,0.005899620242416859,2016-12-01
24,0.005103312432765961,0.005103312432765961,0.005103312432765961,2017-01-01
25,0.004912588745355606,0.004912588745355606,0.004912588745355606,2017-02-01
26,0.00563468225300312,0.00563468225300312,0.00563468225300312,2017-03-01
27,0.005493058357387781,0.005493058357387781,0.005493058357387781,2017-04-01
28,0.006791549269109964,0.006791549269109964,0.006791549269109964,2017-05-01
29,0.010217416100203991,0.010217416100203991,0.010217416100203991,2017-06-01
30,0.010914968326687813,0.010914968326687813,0.010914968326687813,2017-07-01
31,0.011700581759214401,0.011700581759214401,0.011700581759214401,2017-08-01
32,0.010665040463209152,0.010665040463209152,0.010665040463209152,2017-09-01
33,0.0074696592055261135,0.0074696592055261135,0.0074696592055261135,2017-10-01
34,0.007065133657306433,0.007065133657306433,0.007065133657306433,2017-11-01
35,0.005652744323015213,0.005652744323015213,0.005652744323015213,2017-12-01
36,0.005590405780822039,0.005590405780822039,0.005590405780822039,2018-01-01
37,0.005419469904154539,0.005419469904154539,0.005419469904154539,2018-02-01
